Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration
2766,51+,Male,Drug Offense,Metro,Morning,Gun,Yes,Online Fraud,No,Manipulative,No,Fake Identity,Under Trial,N/A
2767,51+,Male,Drug Offense,City,Morning,None,No,Online Fraud,Yes,Calculated,No,Running,Under Trial,N/A
2768,26-35,Female,Drug Offense,Metro,Morning,Digital Tools,Yes,Extortion,Yes,Manipulative,Yes,None,Acquitted,N/A
2769,26-35,Male,Theft,Rural,Evening,Gun,Yes,Brute Force,No,Manipulative,Yes,Running,Acquitted,N/A
2770,51+,Female,Murder,Metro,Night,Gun,Yes,Online Fraud,No,Manipulative,Yes,None,Convicted,Short-term
2771,36-50,Male,Kidnapping,Rural,Evening,Knife,Yes,Social Engineering,Yes,Aggressive,No,Running,Convicted,Long-term
2772,51+,Other,Drug Offense,Metro,Evening,Knife,No,Breaking & Entering,No,Aggressive,No,Vehicle,Under Trial,N/A
2773,51+,Male,Human Trafficking,City,Morning,Digital Tools,No,Social Engineering,No,Calculated,No,None,Acquitted,N/A
2774,51+,Male,Drug Offense,City,Night,None,Yes,Social Engineering,Yes,Opportunistic,No,None,Acquitted,N/A
2775,36-50,Other,Drug Offense,City,Evening,None,Yes,Brute Force,Yes,Calculated,No,Vehicle,Convicted,Life
2776,51+,Other,Murder,City,Evening,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A
2777,18-25,Male,Drug Offense,Metro,Morning,Knife,Yes,Extortion,Yes,Manipulative,Yes,Running,Acquitted,N/A
2778,26-35,Other,Assault,Rural,Evening,Knife,Yes,Social Engineering,No,Calculated,No,Fake Identity,Under Trial,N/A
2779,26-35,Female,Theft,City,Night,Knife,Yes,Extortion,No,Calculated,No,Fake Identity,Acquitted,N/A
2780,36-50,Female,Kidnapping,City,Night,Gun,Yes,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A
2781,51+,Female,Fraud,City,Morning,Gun,Yes,Brute Force,No,Aggressive,No,Fake Identity,Convicted,Life
2782,26-35,Female,Human Trafficking,Rural,Morning,Digital Tools,Yes,Extortion,No,Calculated,No,None,Acquitted,N/A
2783,36-50,Other,Fraud,Metro,Night,Knife,Yes,Social Engineering,Yes,Opportunistic,No,Fake Identity,Acquitted,N/A
2784,36-50,Male,Fraud,Rural,Morning,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Running,Convicted,Death
2785,51+,Female,Theft,Metro,Morning,None,No,Social Engineering,Yes,Calculated,No,Running,Convicted,Long-term
2786,36-50,Other,Kidnapping,Rural,Morning,Digital Tools,Yes,Extortion,Yes,Aggressive,Yes,None,Acquitted,N/A
2787,26-35,Other,Murder,Rural,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,None,Under Trial,N/A
2788,26-35,Female,Cybercrime,City,Night,Gun,Yes,Social Engineering,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
2789,18-25,Male,Cybercrime,Metro,Morning,Gun,Yes,Extortion,Yes,Opportunistic,Yes,Running,Convicted,Short-term
2790,51+,Female,Fraud,City,Morning,Digital Tools,Yes,Extortion,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A
2791,18-25,Other,Cybercrime,City,Evening,Gun,No,Extortion,No,Aggressive,Yes,Running,Convicted,Short-term
2792,18-25,Male,Human Trafficking,Rural,Night,Gun,No,Extortion,Yes,Opportunistic,No,Vehicle,Convicted,Death
2793,51+,Male,Murder,City,Evening,Knife,No,Extortion,Yes,Calculated,No,Vehicle,Under Trial,N/A
2794,36-50,Other,Cybercrime,Rural,Night,Gun,Yes,Social Engineering,No,Calculated,No,Vehicle,Acquitted,N/A
2795,36-50,Male,Theft,Metro,Evening,Gun,No,Brute Force,Yes,Opportunistic,Yes,Running,Convicted,Long-term
2796,51+,Other,Human Trafficking,Rural,Morning,None,No,Extortion,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A
2797,51+,Female,Human Trafficking,Metro,Evening,None,No,Social Engineering,No,Calculated,No,Running,Convicted,Short-term
2798,26-35,Other,Theft,City,Morning,Gun,No,Breaking & Entering,Yes,Calculated,Yes,None,Under Trial,N/A
2799,51+,Male,Theft,Rural,Morning,None,Yes,Brute Force,No,Opportunistic,Yes,None,Convicted,Life
2800,51+,Female,Theft,Rural,Morning,Digital Tools,No,Breaking & Entering,No,Opportunistic,No,Fake Identity,Under Trial,N/A
2801,18-25,Female,Human Trafficking,Metro,Evening,None,No,Breaking & Entering,No,Aggressive,No,Running,Acquitted,N/A
2802,51+,Other,Fraud,Rural,Morning,Gun,Yes,Extortion,No,Calculated,Yes,Running,Convicted,Long-term
2803,18-25,Other,Assault,City,Evening,Digital Tools,No,Brute Force,Yes,Calculated,No,Fake Identity,Acquitted,N/A
2804,51+,Male,Kidnapping,Metro,Evening,None,Yes,Breaking & Entering,No,Manipulative,Yes,Vehicle,Acquitted,N/A
2805,26-35,Female,Cybercrime,Rural,Morning,Knife,No,Breaking & Entering,No,Aggressive,No,Running,Under Trial,N/A
2806,36-50,Male,Assault,City,Evening,Gun,Yes,Online Fraud,Yes,Aggressive,Yes,None,Under Trial,N/A
2807,26-35,Female,Human Trafficking,City,Morning,Gun,No,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Life
2808,18-25,Male,Human Trafficking,City,Evening,Knife,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Convicted,Long-term
2809,36-50,Other,Theft,Rural,Morning,Knife,Yes,Social Engineering,No,Opportunistic,Yes,None,Convicted,Death
2810,18-25,Male,Cybercrime,City,Evening,Digital Tools,No,Extortion,No,Opportunistic,No,Running,Convicted,Death
2811,26-35,Male,Assault,Rural,Night,Knife,Yes,Social Engineering,Yes,Opportunistic,No,Fake Identity,Acquitted,N/A
2812,36-50,Female,Theft,Metro,Morning,Gun,No,Online Fraud,No,Calculated,Yes,None,Convicted,Long-term
2813,18-25,Other,Theft,City,Morning,Digital Tools,No,Social Engineering,No,Manipulative,Yes,Fake Identity,Convicted,Short-term
2814,18-25,Female,Human Trafficking,City,Morning,Knife,Yes,Online Fraud,Yes,Manipulative,No,None,Convicted,Long-term
2815,26-35,Other,Cybercrime,Rural,Night,Knife,Yes,Online Fraud,No,Opportunistic,Yes,Vehicle,Acquitted,N/A
2816,18-25,Male,Theft,City,Night,Digital Tools,Yes,Online Fraud,Yes,Opportunistic,No,Vehicle,Convicted,Life
2817,51+,Other,Fraud,Rural,Night,Gun,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Convicted,Death
2818,36-50,Male,Assault,Metro,Morning,Gun,Yes,Brute Force,No,Calculated,Yes,Vehicle,Acquitted,N/A
2819,51+,Female,Murder,Rural,Morning,Gun,No,Breaking & Entering,Yes,Calculated,Yes,Running,Under Trial,N/A
2820,18-25,Male,Fraud,Rural,Evening,Gun,No,Brute Force,Yes,Calculated,Yes,None,Acquitted,N/A
2821,18-25,Female,Human Trafficking,Rural,Evening,None,No,Social Engineering,No,Manipulative,No,Running,Acquitted,N/A
2822,36-50,Other,Drug Offense,Rural,Morning,Digital Tools,No,Online Fraud,No,Manipulative,Yes,Fake Identity,Acquitted,N/A
2823,51+,Female,Theft,Metro,Morning,Gun,Yes,Social Engineering,Yes,Opportunistic,No,Running,Acquitted,N/A
2824,18-25,Male,Theft,Rural,Evening,Gun,No,Social Engineering,Yes,Calculated,Yes,None,Acquitted,N/A
2825,26-35,Other,Fraud,City,Night,Digital Tools,Yes,Brute Force,Yes,Opportunistic,Yes,Fake Identity,Convicted,Death
2826,26-35,Male,Fraud,City,Evening,Gun,Yes,Breaking & Entering,Yes,Manipulative,Yes,Fake Identity,Convicted,Long-term
2827,26-35,Other,Fraud,City,Morning,Knife,Yes,Online Fraud,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
2828,26-35,Other,Human Trafficking,Metro,Night,Digital Tools,Yes,Social Engineering,No,Manipulative,Yes,None,Acquitted,N/A
2829,36-50,Male,Fraud,Metro,Night,None,Yes,Breaking & Entering,No,Calculated,Yes,None,Convicted,Death
2830,36-50,Female,Fraud,City,Night,Digital Tools,No,Social Engineering,No,Manipulative,No,Fake Identity,Acquitted,N/A
2831,36-50,Female,Theft,City,Night,Gun,Yes,Brute Force,No,Aggressive,No,Running,Under Trial,N/A
2832,26-35,Male,Drug Offense,Rural,Night,Knife,Yes,Extortion,No,Aggressive,No,None,Convicted,Short-term
2833,18-25,Female,Theft,Rural,Evening,Knife,No,Social Engineering,Yes,Opportunistic,Yes,None,Convicted,Short-term
2834,51+,Male,Assault,City,Evening,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,Running,Acquitted,N/A
2835,36-50,Female,Human Trafficking,Rural,Morning,Knife,Yes,Brute Force,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A
2836,36-50,Female,Assault,Metro,Evening,Gun,Yes,Breaking & Entering,Yes,Calculated,Yes,Vehicle,Convicted,Long-term
2837,26-35,Female,Assault,City,Morning,Knife,Yes,Online Fraud,No,Manipulative,No,Vehicle,Acquitted,N/A
2838,51+,Other,Drug Offense,Rural,Morning,Knife,No,Social Engineering,Yes,Opportunistic,Yes,None,Convicted,Short-term
2839,36-50,Female,Assault,Metro,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Convicted,Long-term
2840,18-25,Other,Murder,Rural,Morning,None,Yes,Extortion,Yes,Manipulative,No,Fake Identity,Convicted,Short-term
2841,51+,Male,Theft,City,Night,Digital Tools,No,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A
2842,18-25,Other,Kidnapping,City,Evening,Knife,Yes,Brute Force,Yes,Opportunistic,Yes,Running,Acquitted,N/A
2843,51+,Other,Fraud,Rural,Morning,Knife,Yes,Social Engineering,No,Aggressive,No,Vehicle,Convicted,Long-term
2844,26-35,Other,Assault,Metro,Morning,Knife,No,Social Engineering,No,Manipulative,Yes,Vehicle,Convicted,Death
2845,51+,Other,Fraud,Metro,Evening,Digital Tools,Yes,Brute Force,No,Manipulative,Yes,Vehicle,Under Trial,N/A
2846,26-35,Female,Assault,City,Morning,Gun,No,Breaking & Entering,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A
2847,36-50,Male,Cybercrime,Rural,Night,Knife,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Under Trial,N/A
2848,18-25,Female,Human Trafficking,Metro,Night,Knife,Yes,Online Fraud,Yes,Opportunistic,No,Running,Under Trial,N/A
2849,51+,Female,Drug Offense,Metro,Night,None,No,Social Engineering,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A
2850,36-50,Female,Theft,Rural,Morning,None,Yes,Extortion,Yes,Manipulative,Yes,None,Convicted,Short-term
2851,26-35,Male,Fraud,City,Night,Digital Tools,No,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Short-term
2852,36-50,Other,Assault,Metro,Night,Knife,No,Social Engineering,No,Opportunistic,No,Running,Convicted,Life
2853,26-35,Female,Theft,City,Night,None,Yes,Brute Force,No,Manipulative,No,Fake Identity,Acquitted,N/A
2854,26-35,Male,Drug Offense,City,Evening,Gun,Yes,Social Engineering,No,Aggressive,Yes,Vehicle,Under Trial,N/A
2855,26-35,Other,Kidnapping,Metro,Night,Gun,No,Extortion,No,Aggressive,Yes,None,Convicted,Long-term
2856,26-35,Male,Kidnapping,Rural,Night,None,No,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Death
2857,36-50,Male,Theft,Rural,Morning,Gun,Yes,Breaking & Entering,No,Calculated,Yes,Running,Convicted,Long-term
2858,51+,Other,Theft,Metro,Evening,None,Yes,Extortion,Yes,Aggressive,No,Running,Acquitted,N/A
2859,18-25,Other,Murder,Rural,Evening,Digital Tools,No,Social Engineering,No,Manipulative,Yes,None,Convicted,Long-term
2860,26-35,Male,Murder,Rural,Night,Knife,Yes,Brute Force,Yes,Opportunistic,No,Fake Identity,Convicted,Long-term
2861,26-35,Other,Cybercrime,City,Night,None,No,Extortion,Yes,Calculated,Yes,Fake Identity,Convicted,Death
2862,51+,Female,Human Trafficking,Rural,Evening,Digital Tools,Yes,Online Fraud,No,Opportunistic,Yes,Vehicle,Convicted,Short-term
2863,18-25,Female,Drug Offense,Metro,Evening,Knife,No,Social Engineering,Yes,Aggressive,No,None,Convicted,Long-term
2864,18-25,Male,Assault,Metro,Night,Knife,No,Breaking & Entering,No,Manipulative,Yes,Running,Convicted,Death
2865,26-35,Male,Theft,Metro,Evening,None,No,Breaking & Entering,No,Manipulative,No,Running,Convicted,Life
2866,18-25,Other,Murder,Metro,Evening,Gun,Yes,Extortion,No,Calculated,No,None,Convicted,Death
2867,26-35,Male,Human Trafficking,Metro,Evening,Gun,No,Social Engineering,No,Aggressive,Yes,Running,Convicted,Death
2868,51+,Other,Drug Offense,Rural,Morning,None,No,Extortion,No,Opportunistic,Yes,None,Convicted,Death
2869,51+,Other,Assault,Rural,Morning,Digital Tools,No,Online Fraud,No,Manipulative,Yes,Fake Identity,Convicted,Death
2870,26-35,Female,Human Trafficking,Rural,Morning,Knife,No,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A
2871,51+,Other,Theft,City,Night,Gun,No,Brute Force,No,Opportunistic,No,None,Under Trial,N/A
2872,36-50,Male,Theft,Metro,Morning,Gun,Yes,Breaking & Entering,No,Manipulative,Yes,Running,Convicted,Short-term
2873,18-25,Female,Human Trafficking,City,Evening,None,No,Extortion,No,Aggressive,No,Running,Acquitted,N/A
2874,36-50,Other,Fraud,Metro,Morning,Digital Tools,No,Extortion,No,Calculated,Yes,Fake Identity,Acquitted,N/A
2875,18-25,Male,Cybercrime,City,Evening,Knife,No,Social Engineering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A
2876,36-50,Female,Theft,Rural,Evening,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Convicted,Long-term
2877,26-35,Female,Cybercrime,Metro,Night,None,Yes,Breaking & Entering,No,Aggressive,No,Running,Under Trial,N/A
2878,26-35,Female,Assault,Rural,Morning,Gun,Yes,Extortion,No,Opportunistic,Yes,Vehicle,Under Trial,N/A
2879,36-50,Male,Drug Offense,City,Night,Knife,Yes,Social Engineering,No,Calculated,No,Fake Identity,Acquitted,N/A
2880,26-35,Female,Assault,Rural,Evening,Digital Tools,No,Social Engineering,Yes,Calculated,Yes,None,Acquitted,N/A
2881,36-50,Other,Murder,Rural,Evening,None,No,Breaking & Entering,No,Manipulative,Yes,Fake Identity,Convicted,Life
2882,26-35,Female,Human Trafficking,Metro,Night,Knife,No,Online Fraud,No,Calculated,No,None,Acquitted,N/A
2883,51+,Male,Kidnapping,Metro,Morning,None,No,Breaking & Entering,No,Manipulative,No,Vehicle,Convicted,Long-term
2884,51+,Male,Fraud,Rural,Night,Knife,No,Social Engineering,Yes,Calculated,Yes,Running,Convicted,Long-term
2885,18-25,Other,Cybercrime,Rural,Night,None,No,Online Fraud,No,Manipulative,Yes,None,Convicted,Short-term
2886,26-35,Other,Assault,Rural,Morning,Gun,No,Extortion,No,Opportunistic,No,None,Convicted,Short-term
2887,18-25,Female,Kidnapping,City,Morning,Gun,Yes,Social Engineering,Yes,Aggressive,Yes,Running,Acquitted,N/A
2888,18-25,Female,Kidnapping,City,Evening,Gun,Yes,Extortion,No,Aggressive,No,Running,Convicted,Life
2889,36-50,Other,Fraud,Metro,Evening,Gun,No,Brute Force,No,Manipulative,Yes,None,Acquitted,N/A
2890,26-35,Female,Human Trafficking,City,Morning,Knife,Yes,Online Fraud,Yes,Opportunistic,Yes,Running,Under Trial,N/A
2891,18-25,Male,Cybercrime,Rural,Morning,Gun,No,Social Engineering,No,Opportunistic,No,None,Under Trial,N/A
2892,36-50,Male,Kidnapping,Metro,Evening,Knife,No,Online Fraud,No,Aggressive,No,Fake Identity,Convicted,Life
2893,36-50,Other,Kidnapping,Rural,Night,Digital Tools,No,Brute Force,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
2894,51+,Female,Theft,Rural,Morning,Digital Tools,No,Brute Force,Yes,Opportunistic,No,Running,Under Trial,N/A
2895,26-35,Male,Human Trafficking,Rural,Evening,None,Yes,Social Engineering,No,Aggressive,Yes,Running,Convicted,Death
2896,36-50,Female,Human Trafficking,Metro,Morning,Gun,No,Extortion,No,Calculated,Yes,Vehicle,Under Trial,N/A
2897,51+,Male,Murder,City,Night,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,None,Under Trial,N/A
2898,18-25,Female,Fraud,Rural,Night,Knife,Yes,Extortion,Yes,Calculated,Yes,None,Convicted,Death
2899,36-50,Male,Kidnapping,Rural,Night,Gun,No,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A
2900,36-50,Female,Murder,Metro,Night,Gun,No,Extortion,No,Manipulative,Yes,Fake Identity,Convicted,Long-term
2901,18-25,Other,Fraud,City,Night,Digital Tools,No,Online Fraud,Yes,Calculated,No,None,Convicted,Death
2902,51+,Female,Human Trafficking,City,Morning,Digital Tools,No,Online Fraud,No,Aggressive,Yes,Running,Under Trial,N/A
2903,36-50,Male,Fraud,Rural,Morning,Digital Tools,No,Brute Force,Yes,Opportunistic,No,Vehicle,Acquitted,N/A
2904,36-50,Other,Theft,Rural,Night,Gun,Yes,Breaking & Entering,Yes,Aggressive,Yes,Running,Acquitted,N/A
2905,51+,Other,Assault,Metro,Evening,Knife,No,Social Engineering,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A
2906,18-25,Other,Murder,Rural,Night,None,No,Social Engineering,No,Calculated,No,Vehicle,Acquitted,N/A
2907,51+,Female,Theft,Rural,Morning,Knife,No,Brute Force,Yes,Calculated,Yes,Vehicle,Convicted,Short-term
2908,18-25,Male,Assault,City,Night,None,No,Social Engineering,No,Manipulative,Yes,Running,Under Trial,N/A
2909,26-35,Male,Kidnapping,Metro,Night,None,Yes,Social Engineering,No,Manipulative,Yes,None,Convicted,Death
2910,26-35,Male,Human Trafficking,City,Night,Gun,Yes,Online Fraud,Yes,Manipulative,No,None,Under Trial,N/A
2911,36-50,Other,Assault,City,Evening,Gun,No,Online Fraud,No,Manipulative,No,Running,Acquitted,N/A
2912,18-25,Other,Drug Offense,Metro,Night,Knife,Yes,Breaking & Entering,No,Aggressive,No,Vehicle,Under Trial,N/A
2913,51+,Other,Human Trafficking,Metro,Morning,Digital Tools,No,Extortion,Yes,Calculated,No,Running,Convicted,Short-term
2914,18-25,Female,Kidnapping,Metro,Morning,Knife,No,Social Engineering,No,Manipulative,Yes,Running,Acquitted,N/A
2915,26-35,Female,Drug Offense,Metro,Evening,Digital Tools,No,Online Fraud,No,Manipulative,No,None,Under Trial,N/A
2916,51+,Female,Drug Offense,City,Morning,Knife,No,Brute Force,No,Aggressive,Yes,Vehicle,Convicted,Death
2917,26-35,Female,Cybercrime,City,Morning,Gun,Yes,Extortion,No,Opportunistic,No,None,Acquitted,N/A
2918,51+,Other,Murder,Metro,Evening,Digital Tools,No,Extortion,Yes,Aggressive,No,None,Under Trial,N/A
2919,36-50,Other,Kidnapping,City,Night,Gun,Yes,Breaking & Entering,No,Opportunistic,No,Running,Convicted,Death
2920,36-50,Female,Theft,Metro,Evening,None,No,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A
2921,36-50,Female,Cybercrime,Rural,Evening,None,Yes,Extortion,Yes,Opportunistic,No,Running,Under Trial,N/A
2922,51+,Other,Drug Offense,Metro,Night,Gun,No,Online Fraud,No,Opportunistic,Yes,Running,Under Trial,N/A
2923,36-50,Male,Cybercrime,City,Morning,None,Yes,Social Engineering,No,Aggressive,Yes,Vehicle,Convicted,Death
2924,36-50,Female,Theft,City,Night,None,Yes,Extortion,Yes,Manipulative,No,Running,Acquitted,N/A
2925,36-50,Female,Human Trafficking,City,Evening,Digital Tools,Yes,Online Fraud,No,Calculated,No,Vehicle,Acquitted,N/A
2926,26-35,Male,Cybercrime,Rural,Evening,Knife,No,Online Fraud,No,Aggressive,Yes,Vehicle,Acquitted,N/A
2927,36-50,Female,Theft,Metro,Night,Knife,No,Extortion,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
2928,26-35,Male,Human Trafficking,Rural,Night,Knife,Yes,Extortion,Yes,Opportunistic,Yes,Running,Convicted,Long-term
2929,26-35,Other,Cybercrime,City,Night,None,Yes,Breaking & Entering,No,Calculated,No,Running,Under Trial,N/A
2930,18-25,Male,Assault,Metro,Morning,None,No,Social Engineering,No,Opportunistic,No,Fake Identity,Acquitted,N/A
2931,18-25,Other,Kidnapping,City,Morning,Gun,No,Brute Force,No,Opportunistic,Yes,Vehicle,Under Trial,N/A
2932,18-25,Female,Cybercrime,Metro,Night,Digital Tools,Yes,Breaking & Entering,No,Opportunistic,No,None,Acquitted,N/A
2933,26-35,Other,Murder,Rural,Morning,Gun,No,Social Engineering,Yes,Manipulative,Yes,Running,Under Trial,N/A
2934,26-35,Male,Fraud,Metro,Night,Gun,No,Breaking & Entering,Yes,Manipulative,No,Vehicle,Under Trial,N/A
2935,36-50,Other,Murder,City,Morning,Gun,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Acquitted,N/A
2936,18-25,Female,Cybercrime,Metro,Night,None,Yes,Extortion,Yes,Aggressive,Yes,Running,Under Trial,N/A
2937,26-35,Other,Human Trafficking,Rural,Morning,Gun,Yes,Brute Force,Yes,Opportunistic,No,Vehicle,Convicted,Long-term
2938,51+,Female,Murder,Metro,Morning,Gun,Yes,Brute Force,Yes,Opportunistic,No,Running,Acquitted,N/A
2939,51+,Female,Human Trafficking,Rural,Morning,None,Yes,Extortion,Yes,Aggressive,Yes,Fake Identity,Convicted,Death
2940,51+,Other,Murder,Rural,Night,Knife,Yes,Brute Force,Yes,Aggressive,Yes,Running,Under Trial,N/A
2941,51+,Female,Kidnapping,City,Evening,Knife,Yes,Extortion,No,Calculated,Yes,None,Under Trial,N/A
2942,51+,Female,Cybercrime,City,Night,Gun,No,Online Fraud,No,Manipulative,No,Vehicle,Under Trial,N/A
2943,26-35,Other,Murder,Metro,Night,Knife,Yes,Social Engineering,Yes,Manipulative,No,None,Acquitted,N/A
2944,51+,Other,Drug Offense,Rural,Evening,Knife,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A
2945,36-50,Female,Cybercrime,Rural,Evening,Gun,No,Brute Force,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A
2946,51+,Male,Murder,Metro,Morning,Digital Tools,Yes,Brute Force,Yes,Calculated,No,Vehicle,Under Trial,N/A
2947,36-50,Female,Theft,City,Night,None,No,Breaking & Entering,Yes,Manipulative,Yes,Running,Under Trial,N/A
2948,36-50,Female,Human Trafficking,Rural,Morning,Gun,No,Social Engineering,Yes,Opportunistic,No,Running,Convicted,Short-term
2949,18-25,Other,Assault,City,Morning,Digital Tools,Yes,Extortion,Yes,Aggressive,No,Vehicle,Convicted,Short-term
2950,51+,Female,Assault,City,Evening,Digital Tools,No,Social Engineering,No,Aggressive,Yes,Vehicle,Convicted,Long-term
2951,51+,Male,Cybercrime,Metro,Night,None,No,Extortion,No,Aggressive,Yes,Fake Identity,Acquitted,N/A
2952,18-25,Female,Assault,Metro,Night,None,Yes,Extortion,No,Manipulative,Yes,None,Acquitted,N/A
2953,36-50,Other,Cybercrime,Metro,Evening,Knife,No,Extortion,Yes,Manipulative,No,Vehicle,Acquitted,N/A
2954,26-35,Female,Assault,Metro,Morning,Gun,No,Online Fraud,No,Aggressive,No,Vehicle,Under Trial,N/A
2955,51+,Other,Assault,City,Evening,Digital Tools,No,Extortion,No,Opportunistic,Yes,Running,Convicted,Life
2956,51+,Male,Assault,Rural,Evening,None,No,Social Engineering,No,Aggressive,No,None,Under Trial,N/A
2957,26-35,Female,Kidnapping,Rural,Night,Knife,Yes,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A
2958,51+,Other,Fraud,City,Night,None,Yes,Online Fraud,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
2959,18-25,Male,Fraud,Metro,Evening,Digital Tools,Yes,Social Engineering,Yes,Calculated,Yes,Running,Under Trial,N/A
2960,18-25,Other,Assault,City,Morning,Digital Tools,No,Extortion,No,Manipulative,Yes,None,Convicted,Short-term
2961,51+,Other,Human Trafficking,Rural,Evening,Gun,Yes,Brute Force,No,Opportunistic,Yes,Fake Identity,Convicted,Death
2962,26-35,Female,Theft,City,Night,Knife,No,Online Fraud,No,Aggressive,No,Vehicle,Acquitted,N/A
2963,18-25,Female,Fraud,Metro,Morning,Knife,No,Extortion,No,Manipulative,Yes,Vehicle,Convicted,Short-term
2964,51+,Male,Murder,Rural,Evening,Digital Tools,No,Brute Force,No,Opportunistic,No,Running,Convicted,Life
2965,26-35,Female,Assault,Rural,Morning,Gun,No,Social Engineering,No,Aggressive,Yes,Vehicle,Convicted,Long-term
2966,18-25,Female,Murder,Rural,Evening,Knife,No,Brute Force,No,Opportunistic,No,Fake Identity,Convicted,Life
2967,36-50,Female,Human Trafficking,Rural,Night,Gun,No,Online Fraud,Yes,Aggressive,Yes,None,Under Trial,N/A
2968,18-25,Other,Kidnapping,Metro,Night,Knife,Yes,Brute Force,No,Manipulative,No,None,Acquitted,N/A
2969,36-50,Male,Assault,City,Night,Knife,No,Extortion,No,Aggressive,No,Vehicle,Acquitted,N/A
2970,36-50,Male,Assault,Rural,Night,None,Yes,Extortion,No,Opportunistic,No,Fake Identity,Under Trial,N/A
2971,26-35,Other,Fraud,Rural,Night,Knife,Yes,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Short-term
2972,36-50,Other,Drug Offense,City,Evening,Gun,No,Online Fraud,Yes,Manipulative,No,Running,Convicted,Short-term
2973,51+,Female,Human Trafficking,City,Night,None,No,Brute Force,No,Aggressive,Yes,Fake Identity,Convicted,Life
2974,26-35,Female,Human Trafficking,Rural,Evening,None,Yes,Extortion,No,Calculated,No,Fake Identity,Convicted,Life
2975,36-50,Male,Fraud,Rural,Morning,Gun,Yes,Extortion,Yes,Aggressive,No,Vehicle,Under Trial,N/A
2976,26-35,Other,Fraud,City,Morning,Digital Tools,No,Online Fraud,Yes,Manipulative,No,Running,Acquitted,N/A
2977,26-35,Female,Human Trafficking,Metro,Morning,Knife,Yes,Social Engineering,No,Calculated,No,Fake Identity,Convicted,Short-term
2978,18-25,Female,Theft,Rural,Evening,Digital Tools,No,Brute Force,No,Manipulative,Yes,Vehicle,Under Trial,N/A
2979,18-25,Other,Drug Offense,Rural,Evening,Gun,Yes,Social Engineering,No,Opportunistic,Yes,Fake Identity,Under Trial,N/A
2980,51+,Other,Assault,Metro,Evening,Knife,Yes,Extortion,Yes,Manipulative,No,Fake Identity,Acquitted,N/A
2981,51+,Female,Murder,Rural,Morning,None,No,Breaking & Entering,Yes,Calculated,No,Fake Identity,Under Trial,N/A
2982,26-35,Female,Cybercrime,City,Night,Knife,No,Extortion,Yes,Calculated,No,None,Acquitted,N/A
2983,26-35,Female,Kidnapping,Rural,Evening,None,Yes,Extortion,No,Manipulative,No,Fake Identity,Convicted,Short-term
2984,51+,Other,Drug Offense,City,Night,Gun,No,Online Fraud,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A
2985,18-25,Male,Drug Offense,City,Morning,None,Yes,Online Fraud,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A
2986,26-35,Male,Murder,Rural,Morning,Knife,No,Breaking & Entering,Yes,Opportunistic,No,Fake Identity,Convicted,Death
2987,18-25,Other,Murder,Rural,Evening,Digital Tools,Yes,Brute Force,No,Manipulative,Yes,Running,Convicted,Short-term
